"","How.many.months.have.you.lived.in.New.York.City.","How.many.siblings..brothers.sisters..do.you.have.","How.many.times.do.you.play.sport.each.week.","How.many.miles.do.you.travel.from.home.to.TC.","Estimate.how.many.of.your.friends.own.Android.phones","How.many.movies.have.you.seen.in.the.cinema.this.year.","How.many.pets.have.you.owned.in.your.life.","How.many.people.have.you.met.for.the.first.time.this.year.","How.many.time.do.you.cook.for.yourself.each.week.","How.many.classes.are.you.taking.this.semester.","How.many.states.have.you.visited.in.the.US.","lattitude","longitude","fit.cluster"
"1",1.15573775838371,0.655610068107186,1.07729797839598,-0.435283757905739,-0.224673297460176,-0.62467309770482,-0.597446566068514,-0.209078808247984,-0.221497601390974,-1.63958614009631,2.22730976666965,34.0522,118.2437,2
"2",0.0133835900298449,0.655610068107186,-1.10641413997424,-0.435671723693464,-0.252403754829316,-0.865859621915176,-0.082406422906002,-0.222800591292415,1.88800336423735,-0.250106360353673,-0.651634991687525,1.29027,103.851959,2
"3",-0.409710546397512,-0.655610068107186,1.07729797839598,-0.434895792118015,-0.224673297460176,0.581259523346956,-1.11248670923103,-0.161052567592478,-0.485185222094514,-0.250106360353673,0.00267063521183409,22.5431,114.0579,3
"4",0.64802479467088,0.655610068107186,1.80520201785272,-0.432567997391669,-0.238538526144746,-0.62467309770482,0.43263372025651,-0.174774350636909,1.09694050212673,-0.250106360353673,0.526115136731321,41.8,87.6,2
"5",0.0556930036725806,1.96683020432156,0.349393938939235,-0.435283757905739,-0.252403754829316,-0.745266359809998,0.43263372025651,-0.195357025203554,-0.485185222094514,1.13937341938896,0.264392885971578,35.221996,-101.831299,2
"6",-0.0289258236128908,-0.655610068107186,0.349393938939235,-0.435594130535919,-0.155347154037326,-0.14230004928411,0.947673863419022,-0.215939699770199,0.0421900193125665,-0.250106360353673,-0.651634991687525,31,121,3
"7",0.0980024173153163,-0.655610068107186,0.349393938939235,-0.435594130535919,-0.224673297460176,0.340072999136601,-0.597446566068514,-0.215939699770199,-0.485185222094514,1.13937341938896,-0.128190490168038,40,116,3
"8",-0.536638787325719,0.655610068107186,-0.378510100517505,-0.424032750061733,-0.0166948671916252,1.54600562018838,-0.597446566068514,-0.209078808247984,1.36062812283027,-1.63958614009631,0.918698512870936,31.2,121.5,2
"9",-0.452019960040248,0.655610068107186,1.80520201785272,-0.435555333957146,-0.266268983513887,-0.504079835599643,0.43263372025651,-0.219370145531307,-1.27624808420514,-1.63958614009631,0.264392885971578,37.33548,-121.893028,2
"10",0.986500103812766,0.655610068107186,-0.378510100517505,-0.430240202665323,0,0.340072999136601,0.43263372025651,-0.174774350636909,-1.0125604635016,1.13937341938896,-0.520773866307653,NA,NA,2
"11",-0.282782305469305,-0.655610068107186,-1.10641413997424,-0.43179206581622,6.63861490140201,-0.262893311389287,1.46271400658153,-0.0924436523703269,-0.748872842798055,-0.250106360353673,4.19022664736773,39.9042,116.4074,1
"12",-0.282782305469305,-0.655610068107186,-1.10641413997424,-0.433925877648704,-0.224673297460176,0.0988864749262457,-1.11248670923103,-0.195357025203554,-0.221497601390974,1.13937341938896,-0.259051615547909,31.2304,121.4737,3
"13",-0.494329373682983,-0.655610068107186,1.07729797839598,2.46243271060749,-0.280134212198457,-0.383486573494465,-0.597446566068514,-0.0238347371481754,1.88800336423735,-0.250106360353673,-0.782496117067396,30,120,3
"14",-0.452019960040248,-0.655610068107186,-1.10641413997424,2.21180681173755,-0.224673297460176,-0.262893311389287,-0.082406422906002,-0.174774350636909,0.833252881423188,-0.250106360353673,0.00267063521183409,39,116,3
"15",-0.452019960040248,-0.655610068107186,-1.10641413997424,-0.435283757905739,-0.252403754829316,-0.865859621915176,-1.11248670923103,-0.195357025203554,-0.485185222094514,-0.250106360353673,-0.913357242447268,31,121,3
"16",1.57883189481107,1.96683020432156,1.80520201785272,-0.433731894754842,-0.280134212198457,-0.865859621915176,-0.082406422906002,-0.224172769596858,-0.748872842798055,-0.250106360353673,0.00267063521183409,29,116,2
"17",0.0556930036725806,-0.655610068107186,-1.10641413997424,-0.432180031603944,-0.155347154037326,-0.504079835599643,1.46271400658153,-0.215939699770199,0.833252881423188,-0.250106360353673,-0.259051615547909,24.817535,120.96737,3
"18",-0.452019960040248,-0.655610068107186,-0.378510100517505,-0.435206164748194,-0.224673297460176,-0.504079835599643,1.46271400658153,-0.215939699770199,-1.0125604635016,2.52885319913159,-0.651634991687525,1.29027,103.851959,3
"19",-0.452019960040248,-0.655610068107186,1.80520201785272,2.33440400065845,1.09252342757398,0.340072999136601,-1.11248670923103,1.82860597384991,-0.221497601390974,1.13937341938896,0.00267063521183409,31.299,120.5853,3
"20",-0.494329373682983,1.96683020432156,0.349393938939235,-0.433731894754842,-0.155347154037326,1.4254123580832,-0.597446566068514,-0.169285637419136,-1.27624808420514,-0.250106360353673,-0.389912740927781,30,104,2
"21",-0.452019960040248,-0.655610068107186,-1.10641413997424,-0.43497338527556,-0.196942840091036,-0.14230004928411,-0.597446566068514,-0.0924436523703269,-0.221497601390974,-0.250106360353673,-0.389912740927781,24.47,118.09,3
"22",-0.494329373682983,1.96683020432156,-1.10641413997424,-0.435671723693464,0.399261993345477,1.54600562018838,-0.597446566068514,-0.195357025203554,0.833252881423188,-0.250106360353673,0,31.2304,121.4737,2
"23",-0.409710546397512,-0.655610068107186,1.07729797839598,-0.431598082922358,-0.252403754829316,-0.262893311389287,-1.11248670923103,-0.215939699770199,-0.221497601390974,1.13937341938896,-0.913357242447268,31.224361,121.46917,3
"24",-0.494329373682983,-0.655610068107186,1.80520201785272,-0.435283757905739,-0.155347154037326,0.340072999136601,-1.11248670923103,-0.0924436523703269,-0.221497601390974,-0.250106360353673,-0.259051615547909,41.805698,123.431473,3
"25",-0.409710546397512,-0.655610068107186,-0.378510100517505,-0.396875144921028,0.399261993345477,-0.0217067871789319,-1.11248670923103,-0.0924436523703269,0.0421900193125665,-0.250106360353673,-0.389912740927781,28,120,3
"26",-0.452019960040248,1.96683020432156,-0.378510100517505,1.4160889811149,-0.0860210106144755,-0.745266359809998,0.947673863419022,0.113383093296127,0.0421900193125665,1.13937341938896,0.264392885971578,-23,-47,2
"27",-0.452019960040248,-0.655610068107186,-0.378510100517505,-0.435594130535919,-0.252403754829316,-0.504079835599643,-1.11248670923103,-0.209078808247984,1.09694050212673,-0.250106360353673,0.00267063521183409,34.3416,108.9398,3
"28",-0.452019960040248,-0.655610068107186,-0.378510100517505,-0.434507826330291,-0.280134212198457,1.4254123580832,1.46271400658153,-0.174774350636909,-0.221497601390974,-0.250106360353673,-0.520773866307653,31.2304,121.4737,3
"29",-0.473174666861615,-0.655610068107186,0.349393938939235,-0.435671723693464,-0.224673297460176,-0.262893311389287,-0.597446566068514,6.63123003940051,-1.0125604635016,1.13937341938896,-0.651634991687525,117.3616,39.3434,3
"30",-0.473174666861615,-0.655610068107186,1.80520201785272,0,0.399261993345477,-0.745266359809998,2.49279429290656,-0.0924436523703269,0.0421900193125665,-0.250106360353673,-0.913357242447268,116.4074,39.9042,3
"31",-0.409710546397512,-0.655610068107186,-0.378510100517505,-0.435244961326967,-0.155347154037326,-0.262893311389287,-0.082406422906002,-0.209078808247984,-0.485185222094514,1.13937341938896,-0.389912740927781,39.9075,116.39723,3
"32",0.0133835900298449,-0.655610068107186,-0.378510100517505,2.41122122662787,-0.266268983513887,0.943039309662489,-0.597446566068514,-0.209078808247984,-0.748872842798055,-0.250106360353673,0.264392885971578,32.0603,118.7969,3
"33",-0.452019960040248,-0.655610068107186,-1.10641413997424,-0.435089775011877,-0.293999440883027,-0.865859621915176,-1.11248670923103,-0.209078808247984,1.36062812283027,1.13937341938896,0.395254011351449,31.229,120.6,3
"34",-0.494329373682983,-0.655610068107186,-1.10641413997424,-0.435652325404078,-0.293999440883027,-0.14230004928411,-1.11248670923103,-0.126748109981403,0.0421900193125665,-0.250106360353673,-0.128190490168038,39.56,116.2,3
"35",-0.452019960040248,0.655610068107186,-1.10641413997424,-0.435516537378374,-0.293999440883027,-0.504079835599643,-1.11248670923103,-0.217311878074642,2.67906622634797,-0.250106360353673,-0.389912740927781,27.999,120.666,2
"36",2.50963899495125,0.655610068107186,0.349393938939235,-0.435671723693464,-0.266268983513887,-0.745266359809998,-0.082406422906002,-0.222800591292415,-0.748872842798055,1.13937341938896,-0.520773866307653,25.105497,121.597366,2
"37",3.52506492237691,0.655610068107186,-1.10641413997424,-0.435632927114691,-0.280134212198457,-0.0217067871789319,-0.597446566068514,-0.222800591292415,-1.0125604635016,-1.63958614009631,-0.651634991687525,38.9687,77.7355,2
"38",4.15970612701794,3.27805034053593,-1.10641413997424,-0.430240202665323,-0.238538526144746,-0.62467309770482,0.947673863419022,-0.222800591292415,-1.27624808420514,-3.02906591983894,0.787837387491065,32.807069,-80.038251,2
"39",0.0133835900298449,0.655610068107186,-0.378510100517505,-0.435671723693464,-0.280134212198457,-0.262893311389287,2.49279429290656,-0.215939699770199,2.94275384705151,-0.250106360353673,2.88161539356901,42.65258,-73.756233,2
"40",-0.452019960040248,-0.655610068107186,-0.378510100517505,-0.435594130535919,-0.0166948671916252,0.581259523346956,0.947673863419022,-0.0924436523703269,-0.748872842798055,-0.250106360353673,0.00267063521183409,36.0671,120.3826,3
"41",-0.452019960040248,0.655610068107186,-0.378510100517505,-0.433887081069932,-0.238538526144746,-0.14230004928411,0.43263372025651,-0.204962273334655,-0.221497601390974,-0.250106360353673,0.00267063521183409,28.2282,112.9388,2
"42",-0.452019960040248,-0.655610068107186,0.349393938939235,-0.435283757905739,-0.252403754829316,-0.504079835599643,-0.082406422906002,-0.209078808247984,-1.0125604635016,1.13937341938896,0.264392885971578,36,119,3
"43",-0.452019960040248,-0.655610068107186,0.349393938939235,2.50976453670986,-0.155347154037326,-0.504079835599643,1.97775414974405,-0.202217916725769,1.36062812283027,-0.250106360353673,-0.782496117067396,27,120,3
"44",0,0.655610068107186,-0.378510100517505,-0.432955963179393,-0.224673297460176,-0.383486573494465,-1.11248670923103,-0.195357025203554,0.0421900193125665,-0.250106360353673,2.22730976666965,35,114,2
"45",-0.473174666861615,-0.655610068107186,-0.378510100517505,2.20986698279893,-0.155347154037326,-0.262893311389287,-0.082406422906002,-0.219370145531307,-0.485185222094514,-0.250106360353673,-0.913357242447268,114.0579,NA,3
"46",-0.0289258236128908,-0.655610068107186,0.349393938939235,-0.435361351063284,0.260609706499776,-0.262893311389287,-0.082406422906002,-0.161052567592478,-0.748872842798055,-0.250106360353673,-0.782496117067396,43,87,3
"47",-0.452019960040248,-0.655610068107186,1.07729797839598,2.21180681173755,-0.155347154037326,5.16380348334371,-0.082406422906002,-0.161052567592478,-0.485185222094514,1.13937341938896,-0.128190490168038,24.8741,118.6757,3
"48",-0.473174666861615,-0.655610068107186,-1.10641413997424,-0.435283757905739,-0.266268983513887,-0.262893311389287,0.43263372025651,-0.209078808247984,0.0421900193125665,1.13937341938896,-0.389912740927781,32.01,120.84,3
"49",-0.473174666861615,-0.655610068107186,-0.378510100517505,-0.435671723693464,-0.0166948671916252,-0.504079835599643,0.947673863419022,-0.174774350636909,-0.485185222094514,-0.250106360353673,-0.520773866307653,29.87819,121.54945,3
"50",0.0556930036725806,-0.655610068107186,1.80520201785272,-0.433887081069932,-0.238538526144746,1.4254123580832,-0.082406422906002,-0.217997967226864,0.569565260719648,-1.63958614009631,-0.651634991687525,42,86,3
